time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,1.0,1.0,,
2024-08-08 00:00:00+00:00,9.0,6.0,67.0,1.0
2024-08-13 00:00:00+00:00,,,3.0,1.0
2024-08-15 00:00:00+00:00,1.0,1.0,,
