url_path,views_total,views_unique
/cschu/metaphlow,8,5
/cschu/metaphlow/commit/b9cffa661cb4d6d3d47f546e2b2be9e2f94dc393,2,1
/cschu/metaphlow/compare/feature/add_motus_20240924,2,1
/cschu/metaphlow/network,1,1
/cschu/metaphlow/pulls,1,1
/cschu/metaphlow/pulse,1,1
/cschu/metaphlow/tree/main,1,1
