url_path,views_total,views_unique
/cschu/metaphlow/tags,2,1
/cschu/metaphlow,1,1
/cschu/metaphlow/commit/815161465dc9e5e6b582545de1459e234ab326b6,1,1
/cschu/metaphlow/commits/main,1,1
/cschu/metaphlow/releases,1,1
/cschu/metaphlow/releases/tag/v0.19.1,1,1
